figure,evidence_tier,dataset,model,metric,value,source,note
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_magnitude,0.0762014299192849,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 10
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_magnitude,0.0758671872317791,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 11
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_magnitude,0.0786861726904616,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 12
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_magnitude,0.0775313127566786,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 13
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_magnitude,0.0774784460663795,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 14
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_magnitude,0.0767761074444827,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 15
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_magnitude,0.0762601755559444,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 16
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_magnitude,0.0786188994260395,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 17
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_magnitude,0.0790448723470463,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 18
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_magnitude,0.0799522577401469,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 19
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_magnitude,0.0779130629756871,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 20
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_magnitude,0.079552206046441,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 21
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_magnitude,0.0773886663510518,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 22
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_magnitude,0.0796841225203345,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 23
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_magnitude,0.0751840349505929,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 24
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_magnitude,0.0770070975755944,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 25
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_magnitude,0.0763911582967814,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 26
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_magnitude,0.0774076133966445,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 27
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_magnitude,0.0795795143965412,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 28
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_magnitude,0.0797400268561699,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 29
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_magnitude,0.077714161180398,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 30
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_magnitude,0.0779955709243521,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 31
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_magnitude,0.0771947557873585,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 32
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_magnitude,0.0779194007901584,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 33
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_magnitude,0.0768608119996155,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 34
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_magnitude,0.0784502943210742,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 35
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_magnitude,0.0770548564546248,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 36
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_magnitude,0.0766451810212696,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 37
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_magnitude,0.0772011288825203,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 38
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_magnitude,0.0789159078370122,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 39
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_magnitude,0.078628225799869,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 40
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_magnitude,0.0936011413440984,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 1
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_magnitude,0.0829317994854029,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 2
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_magnitude,0.0742022765471654,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 3
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_magnitude,0.0759938685771297,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 4
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_magnitude,0.0764165465884348,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 5
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_magnitude,0.0786616679500131,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 6
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_magnitude,0.0838409307248452,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 7
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_magnitude,0.0863680894322255,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 8
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_magnitude,0.079241752405377,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 9
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_magnitude,0.077590770800324,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 10
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_magnitude,0.0753700064823908,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 11
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_magnitude,0.0835444015615126,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 12
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_magnitude,0.0752636700430337,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 13
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_magnitude,0.0798168855116647,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 14
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_magnitude,0.0792447343906935,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 15
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_magnitude,0.0793921515783842,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 16
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_magnitude,0.0798772111096802,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 17
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_magnitude,0.0779182045337031,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 18
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_magnitude,0.0759597015293205,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 19
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_magnitude,0.077767579432796,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 20
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_magnitude,0.0782847901915802,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 21
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_magnitude,0.0792617497636991,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 22
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_magnitude,0.0795438331277931,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 23
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_magnitude,0.0749494794975308,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 24
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_magnitude,0.0775271347340415,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 25
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_magnitude,0.0799735992708626,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 26
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_magnitude,0.0783550785306622,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 27
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_magnitude,0.0788085090325159,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 28
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_magnitude,0.0786615930059376,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 29
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_magnitude,0.0789640611585448,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 30
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_magnitude,0.0783894338151987,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 31
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_magnitude,0.0800038161961471,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 32
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_magnitude,0.0782647227101466,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 33
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_magnitude,0.0771131386213442,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 34
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_magnitude,0.0781949539394939,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 35
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_magnitude,0.0782371873364729,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 36
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_loss_magnitude,0.0952448218184359,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 1
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_loss_magnitude,0.0837380818146116,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 2
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_loss_magnitude,0.0742191404980771,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 3
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_loss_magnitude,0.0833809362614856,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 4
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_loss_magnitude,0.079930158879827,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 5
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_loss_magnitude,0.0825966436635045,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 6
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_loss_magnitude,0.0810973760397995,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 7
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_loss_magnitude,0.0800686031579971,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 8
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_loss_magnitude,0.0816052069558816,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 9
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_loss_magnitude,0.082067488309215,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 10
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_loss_magnitude,0.078529293922817,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 11
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_loss_magnitude,0.0773996732690755,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 12
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_loss_magnitude,0.0833488442003727,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 13
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_loss_magnitude,0.0780781844959539,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 14
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_loss_magnitude,0.0789918106268433,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 15
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_loss_magnitude,0.0782336399835698,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 16
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_loss_magnitude,0.0778743337620707,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 17
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_loss_magnitude,0.0756390454138026,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 18
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_loss_magnitude,0.0762527839225881,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 19
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_loss_magnitude,0.078278316075311,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 20
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_loss_magnitude,0.078420432174907,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 21
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_loss_magnitude,0.0805375764475149,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 22
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_loss_magnitude,0.0805167010163559,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 23
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_loss_magnitude,0.0764821934349396,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 24
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_loss_magnitude,0.0759738265153239,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 25
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_loss_magnitude,0.0777559409684994,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 26
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_loss_magnitude,0.0766781662755152,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 27
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_loss_magnitude,0.0771958714022355,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 28
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_loss_magnitude,0.0772944485001704,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 29
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_loss_magnitude,0.0799074400873745,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 30
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_loss_magnitude,0.0794764899593942,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 31
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_loss_magnitude,0.077883394106346,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 32
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_loss_magnitude,0.0792260235723327,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 33
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_loss_magnitude,0.0774925723671913,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 34
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_loss_magnitude,0.0772322574082542,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 35
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_loss_magnitude,0.0783745078917811,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 36
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_loss_magnitude,0.0778180220547844,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 37
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_loss_magnitude,0.0773313906701172,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 38
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_loss_magnitude,0.0776215447660754,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 39
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_loss_magnitude,0.0779170860700747,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 40
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_enhanced_pesq,1.5731777572631835,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 1
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_enhanced_pesq,1.6977817368507386,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 2
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_enhanced_pesq,1.8094291853904725,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 3
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_enhanced_pesq,1.8029459726810453,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 4
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_enhanced_pesq,1.770309373140335,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 5
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_enhanced_pesq,1.8319507884979247,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 6
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_enhanced_pesq,1.8813113117218017,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 7
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_enhanced_pesq,1.8636435055732727,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 8
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_enhanced_pesq,1.87453665971756,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 9
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_enhanced_pesq,1.892301572561264,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 10
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_enhanced_pesq,1.9222656750679017,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 11
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_enhanced_pesq,1.912943472862244,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 12
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_enhanced_pesq,1.8995527184009555,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 13
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_enhanced_pesq,1.931877454519272,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 14
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_enhanced_pesq,1.945571216344833,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 15
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_enhanced_pesq,1.950275785923004,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 16
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_enhanced_pesq,1.9538784301280976,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 17
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_enhanced_pesq,1.9680429601669311,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 18
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_enhanced_pesq,1.932488061189652,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 19
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_enhanced_pesq,1.9769909238815309,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 20
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_enhanced_pesq,1.951439813375473,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 21
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_enhanced_pesq,1.971977515220642,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 22
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_enhanced_pesq,1.964013835191727,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 23
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_enhanced_pesq,1.98680348277092,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 24
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_enhanced_pesq,2.0019842624664306,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 25
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_enhanced_pesq,1.9697592961788175,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 26
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_enhanced_pesq,1.988747067451477,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 27
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_enhanced_pesq,1.9860136425495147,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 28
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_enhanced_pesq,1.9764168655872345,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 29
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_enhanced_pesq,2.013284537792206,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 30
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_enhanced_pesq,2.0184541189670564,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 31
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_enhanced_pesq,2.0009720969200133,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 32
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_enhanced_pesq,1.9995956063270568,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 33
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_enhanced_pesq,2.009484978914261,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 34
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_enhanced_pesq,2.0036867010593413,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 35
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_enhanced_pesq,2.000995036363601,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 36
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_enhanced_pesq,2.0247183525562287,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 37
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_enhanced_pesq,2.0095119869709013,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 38
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_enhanced_pesq,2.0016268622875213,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 39
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_enhanced_pesq,2.0078345942497253,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 40
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_perceptual_enhanced_pesq,1.6287534928321838,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 1
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_perceptual_enhanced_pesq,1.6562580072879791,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 2
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_perceptual_enhanced_pesq,1.7510932743549348,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 3
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_perceptual_enhanced_pesq,1.7611326885223388,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 4
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_perceptual_enhanced_pesq,1.773997939825058,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 5
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_perceptual_enhanced_pesq,1.8083201384544367,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 6
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_perceptual_enhanced_pesq,1.8189844381809237,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 7
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_perceptual_enhanced_pesq,1.809581607580185,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 8
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_perceptual_enhanced_pesq,1.8501193273067476,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 9
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_perceptual_enhanced_pesq,1.8828326630592347,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 10
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_perceptual_enhanced_pesq,1.871948103904724,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 11
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_perceptual_enhanced_pesq,1.904175539016724,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 12
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_perceptual_enhanced_pesq,1.9137733209133148,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 13
