figure,evidence_tier,dataset,model,metric,value,source,note
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_perceptual_enhanced_pesq,1.9049033629894256,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 14
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_perceptual_enhanced_pesq,1.9358621037006376,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 15
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_perceptual_enhanced_pesq,1.9437057971954343,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 16
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_perceptual_enhanced_pesq,1.935756344795227,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 17
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_perceptual_enhanced_pesq,1.919608533382416,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 18
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_perceptual_enhanced_pesq,1.9672289192676544,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 19
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_perceptual_enhanced_pesq,1.9718699824810029,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 20
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_perceptual_enhanced_pesq,1.969039150476456,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 21
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_perceptual_enhanced_pesq,1.9873019087314605,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 22
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_perceptual_enhanced_pesq,1.9768346428871155,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 23
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_perceptual_enhanced_pesq,1.993058589696884,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 24
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_perceptual_enhanced_pesq,1.9969719219207764,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 25
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_perceptual_enhanced_pesq,1.9894683706760403,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 26
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_perceptual_enhanced_pesq,1.9945526349544525,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 27
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_perceptual_enhanced_pesq,2.007560119628906,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 28
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_perceptual_enhanced_pesq,1.9828122353553768,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 29
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_perceptual_enhanced_pesq,1.9896138989925385,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 30
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_perceptual_enhanced_pesq,1.9974347496032716,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 31
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_perceptual_enhanced_pesq,1.99920533657074,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 32
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_perceptual_enhanced_pesq,1.9985607647895811,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 33
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_perceptual_enhanced_pesq,2.0104950165748594,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 34
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_perceptual_enhanced_pesq,2.010255689620972,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 35
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_perceptual_enhanced_pesq,2.006734037399292,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 36
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_perceptual_enhanced_pesq,1.6279894375801087,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 1
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_perceptual_enhanced_pesq,1.6508653581142425,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 2
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_perceptual_enhanced_pesq,1.7143037736415865,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 3
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_perceptual_enhanced_pesq,1.7446685540676117,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 4
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_perceptual_enhanced_pesq,1.8363271427154544,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 5
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_perceptual_enhanced_pesq,1.8385641074180603,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 6
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_perceptual_enhanced_pesq,1.865585372447968,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 7
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_perceptual_enhanced_pesq,1.8483727860450745,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 8
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_perceptual_enhanced_pesq,1.86233899474144,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 9
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_perceptual_enhanced_pesq,1.8679367125034327,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 10
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_perceptual_enhanced_pesq,1.8901859295368195,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 11
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_perceptual_enhanced_pesq,1.909916999340057,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 12
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_perceptual_enhanced_pesq,1.9094686710834503,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 13
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_perceptual_enhanced_pesq,1.9185243260860445,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 14
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_perceptual_enhanced_pesq,1.9333878445625303,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 15
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_perceptual_enhanced_pesq,1.930950903892517,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 16
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_perceptual_enhanced_pesq,1.94362837433815,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 17
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_perceptual_enhanced_pesq,1.954082388877869,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 18
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_perceptual_enhanced_pesq,1.9699691545963287,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 19
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_perceptual_enhanced_pesq,1.9742359280586244,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 20
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_perceptual_enhanced_pesq,1.9721783185005188,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 21
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_perceptual_enhanced_pesq,1.966711436510086,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 22
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_perceptual_enhanced_pesq,1.9658839786052704,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 23
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_perceptual_enhanced_pesq,1.997071521282196,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 24
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_perceptual_enhanced_pesq,1.9758492624759676,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 25
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_perceptual_enhanced_pesq,1.9755881071090695,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 26
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_perceptual_enhanced_pesq,1.9807036852836608,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 27
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_perceptual_enhanced_pesq,1.98918541431427,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 28
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_perceptual_enhanced_pesq,1.9826400828361512,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 29
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_perceptual_enhanced_pesq,2.001451163291931,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 30
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_perceptual_enhanced_pesq,1.9896494710445405,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 31
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_perceptual_enhanced_pesq,1.9906525635719297,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 32
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_perceptual_enhanced_pesq,1.9883638072013852,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 33
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_perceptual_enhanced_pesq,2.00972464799881,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 34
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_perceptual_enhanced_pesq,1.9961834573745727,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 35
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_perceptual_enhanced_pesq,2.0002490377426145,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 36
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_perceptual_enhanced_pesq,1.9962092697620395,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 37
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_perceptual_enhanced_pesq,1.9996930146217349,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 38
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_perceptual_enhanced_pesq,2.0103181207180025,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 39
08_v13_training_curves,training,Training/locked validation,Seed 1202,val_perceptual_enhanced_pesq,2.002748564481735,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 40
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_si_sdr_improvement,4.19928815536201,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 1
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_si_sdr_improvement,5.828791348785162,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 2
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_si_sdr_improvement,6.798622464686632,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 3
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_si_sdr_improvement,6.977165126353502,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 4
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_si_sdr_improvement,7.068154548555612,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 5
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_si_sdr_improvement,6.984556113034487,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 6
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_si_sdr_improvement,7.200854437500238,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 7
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_si_sdr_improvement,7.44576095238328,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 8
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_si_sdr_improvement,7.303909062296152,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 9
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_si_sdr_improvement,7.376302502304315,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 10
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_si_sdr_improvement,7.52386923328042,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 11
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_si_sdr_improvement,7.535160529762506,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 12
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_si_sdr_improvement,7.361392095237971,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 13
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_si_sdr_improvement,7.521442183405161,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 14
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_si_sdr_improvement,7.544283780008555,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 15
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_si_sdr_improvement,7.650014867931604,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 16
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_si_sdr_improvement,7.758621595054865,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 17
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_si_sdr_improvement,7.883409040123224,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 18
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_si_sdr_improvement,7.75858445905149,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 19
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_si_sdr_improvement,7.683242005258799,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 20
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_si_sdr_improvement,7.869929419904947,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 21
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_si_sdr_improvement,7.895725951343775,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 22
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_si_sdr_improvement,7.902411916404962,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 23
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_si_sdr_improvement,7.876052436977625,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 24
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_perceptual_si_sdr_improvement,7.98278218999505,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 25
